primarySlug,longitude,latitude,postalCode
0f9c30cb-1d25-471c-86f9-f2a5b812f529,3.27199,50.82496,8500.0
14ec1ad2-7ceb-472e-9ae9-a21c726f0d93,4.39151,50.81189,1050.0
438a64e5-4d2f-5ecb-9112-30bee2782b01,4.38934,51.20364,2018.0
70d8e10d-5b83-5e88-9c45-068067498c5b,4.70685,50.87901,3000.0
a2c6762c-5432-4e73-bad6-7d39dd879b57,4.393984,51.182898,2610.0
dd5eb6c7-9ae3-44f2-bb5a-a504f792f48e,4.42715,51.18412,2600.0
b4217586-eaf0-51d7-980c-b3ec156f8e74,4.38971,51.20806,2000.0
fba3c8ae-09cf-4c17-97da-85803e22607a,4.6997455,50.8783475,3000.0
9c5cde8c-4331-4aef-bbf8-8c98a39e62be,4.70087,50.8783902,3000.0
4a1cf0d3-5f79-4a63-aa12-116bd1f52e03,4.40914,51.22758,2000.0
12614174-f0c5-5eaf-aa0e-6a52b9a2590d,3.72509,51.05975,9000.0
c5ad2866-dd7a-4c4c-bae8-6716462aeb13,4.03538,50.93742,9300.0
